Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)   (SDE)   (SDC)
2017 191 61530   4208830.072   2334850.502   4171267.351      4.938   2.282   0.140   2.423   0.530  12.047  32.932
2017 191 61560   4208830.072   2334850.502   4171267.351      5.453   2.282   0.140   2.423   0.531  12.047  32.932
2017 191 61590   4208830.072   2334850.502   4171267.351      5.623   2.282   0.140   2.423   0.532  12.047  32.934
2017 191 61620   4208830.072   2334850.502   4171267.351      4.652   2.282   0.140   2.423   0.533  12.048  32.935
2017 191 61650   4208830.072   2334850.502   4171267.351      4.659   2.282   0.140   2.423   0.534  12.049  32.935
2017 191 61680   4208830.072   2334850.502   4171267.351      4.393   2.282   0.140   2.423   0.534  12.049  32.937
2017 191 61710   4208830.072   2334850.502   4171267.351      5.053   2.282   0.140   2.423   0.535  12.048  32.938
2017 191 61740   4208830.072   2334850.502   4171267.351      5.250   2.282   0.140   2.423   0.537  12.048  32.939
2017 191 61770   4208830.072   2334850.502   4171267.351      5.371   2.282   0.140   2.422   0.538  12.047  32.940
2017 191 61800   4208830.072   2334850.502   4171267.351      5.391   2.282   0.140   2.422   0.538  12.047  32.941
2017 191 61830   4208830.072   2334850.502   4171267.351      5.130   2.282   0.140   2.422   0.538  12.046  32.942
2017 191 61860   4208830.072   2334850.502   4171267.351      5.181   2.282   0.139   2.422   0.538  12.047  32.942
2017 191 61890   4208830.072   2334850.502   4171267.351      5.199   2.282   0.139   2.421   0.538  12.046  32.942
2017 191 61920   4208830.072   2334850.502   4171267.351      5.358   2.282   0.139   2.421   0.538  12.047  32.943
2017 191 61950   4208830.072   2334850.502   4171267.351      5.317   2.282   0.138   2.421   0.535  12.048  32.943
2017 191 61980   4208830.072   2334850.502   4171267.351      5.388   2.282   0.138   2.421   0.535  12.048  32.943
2017 191 62010   4208830.072   2334850.502   4171267.351      4.893   2.282   0.138   2.421   0.536  12.048  32.945
2017 191 62040   4208830.072   2334850.502   4171267.351      5.165   2.282   0.138   2.421   0.537  12.048  32.945
2017 191 62070   4208830.072   2334850.502   4171267.351      5.421   2.282   0.138   2.421   0.537  12.048  32.946
2017 191 62100   4208830.072   2334850.502   4171267.351      5.294   2.282   0.138   2.421   0.538  12.048  32.947
2017 191 62130   4208830.072   2334850.502   4171267.351      5.169   2.282   0.138   2.421   0.538  12.048  32.947
2017 191 62160   4208830.072   2334850.502   4171267.351      5.337   2.282   0.138   2.421   0.538  12.048  32.948
2017 191 62190   4208830.072   2334850.502   4171267.351      5.227   2.282   0.138   2.421   0.537  12.048  32.948
2017 191 62220   4208830.072   2334850.502   4171267.351      5.366   2.282   0.138   2.420   0.538  12.048  32.948
2017 191 62250   4208830.072   2334850.502   4171267.351      5.092   2.282   0.138   2.420   0.538  12.048  32.948
2017 191 62280   4208830.072   2334850.502   4171267.351      5.472   2.282   0.138   2.421   0.539  12.048  32.948
2017 191 62310   4208830.072   2334850.502   4171267.351      5.591   2.282   0.138   2.421   0.540  12.048  32.948
2017 191 62340   4208830.072   2334850.502   4171267.351      5.518   2.282   0.138   2.421   0.539  12.047  32.948
2017 191 62370   4208830.072   2334850.502   4171267.351      5.379   2.282   0.138   2.421   0.540  12.047  32.948
2017 191 62400   4208830.072   2334850.502   4171267.351      5.504   2.282   0.138   2.420   0.540  12.047  32.949
2017 191 62430   4208830.072   2334850.502   4171267.351      5.705   2.282   0.138   2.420   0.541  12.048  32.950
2017 191 62460   4208830.072   2334850.502   4171267.351      5.206   2.282   0.138   2.420   0.541  12.048  32.951
2017 191 62490   4208830.072   2334850.502   4171267.351      5.109   2.282   0.138   2.420   0.542  12.048  32.952
2017 191 62520   4208830.072   2334850.502   4171267.351      5.171   2.282   0.138   2.420   0.543  12.049  32.952
2017 191 62550   4208830.072   2334850.502   4171267.351      5.124   2.282   0.137   2.420   0.543  12.049  32.952
2017 191 62580   4208830.072   2334850.502   4171267.351      4.304   2.282   0.137   2.420   0.543  12.048  32.952
2017 191 62610   4208830.072   2334850.502   4171267.351      4.507   2.282   0.137   2.420   0.543  12.049  32.953
2017 191 62640   4208830.072   2334850.502   4171267.351      4.718   2.282   0.137   2.419   0.543  12.049  32.954
2017 191 62670   4208830.072   2334850.502   4171267.351      5.031   2.282   0.137   2.419   0.543  12.049  32.955
2017 191 62700   4208830.072   2334850.502   4171267.351      5.210   2.282   0.137   2.419   0.542  12.048  32.956
2017 191 62730   4208830.072   2334850.502   4171267.351      5.231   2.282   0.137   2.419   0.542  12.048  32.956
2017 191 62760   4208830.072   2334850.502   4171267.351      4.580   2.282   0.136   2.419   0.542  12.048  32.957
2017 191 62790   4208830.072   2334850.502   4171267.351      4.546   2.282   0.136   2.419   0.542  12.048  32.958
2017 191 62820   4208830.072   2334850.502   4171267.351      4.885   2.282   0.136   2.418   0.543  12.048  32.959
2017 191 62850   4208830.072   2334850.502   4171267.351      4.420   2.282   0.136   2.418   0.544  12.048  32.960
2017 191 62880   4208830.072   2334850.502   4171267.351      4.703   2.282   0.135   2.418   0.545  12.047  32.962
2017 191 62910   4208830.072   2334850.502   4171267.351      4.971   2.282   0.135   2.417   0.546  12.047  32.964
2017 191 62940   4208830.072   2334850.502   4171267.351      5.323   2.282   0.135   2.417   0.545  12.047  32.965
2017 191 62970   4208830.072   2334850.502   4171267.351      5.202   2.282   0.135   2.417   0.545  12.047  32.967
2017 191 63000   4208830.072   2334850.502   4171267.351      5.173   2.282   0.135   2.417   0.545  12.048  32.968
2017 191 63030   4208830.072   2334850.502   4171267.351      4.910   2.282   0.135   2.417   0.544  12.048  32.968
2017 191 63060   4208830.072   2334850.502   4171267.351      4.899   2.282   0.135   2.417   0.543  12.049  32.968
2017 191 63090   4208830.072   2334850.502   4171267.351      4.982   2.282   0.135   2.417   0.543  12.049  32.968
2017 191 63120   4208830.072   2334850.502   4171267.351      5.389   2.282   0.135   2.417   0.542  12.048  32.967
2017 191 63150   4208830.072   2334850.502   4171267.351      5.142   2.282   0.135   2.417   0.541  12.047  32.967
2017 191 63180   4208830.072   2334850.502   4171267.352      5.066   2.282   0.135   2.417   0.540  12.046  32.967
2017 191 63210   4208830.072   2334850.502   4171267.352      4.958   2.282   0.135   2.418   0.541  12.046  32.968
2017 191 63240   4208830.073   2334850.502   4171267.352      5.127   2.282   0.135   2.418   0.542  12.046  32.969
2017 191 63270   4208830.073   2334850.502   4171267.352      5.001   2.282   0.136   2.418   0.544  12.046  32.970
2017 191 63300   4208830.073   2334850.502   4171267.352      5.473   2.282   0.136   2.418   0.546  12.046  32.972
2017 191 63330   4208830.073   2334850.502   4171267.352      5.662   2.282   0.136   2.419   0.546  12.047  32.973
2017 191 63360   4208830.073   2334850.502   4171267.352      6.675   2.282   0.136   2.419   0.546  12.047  32.972
2017 191 63390   4208830.073   2334850.502   4171267.352      6.645   2.282   0.136   2.419   0.546  12.048  32.973
2017 191 63420   4208830.073   2334850.502   4171267.352      6.556   2.282   0.137   2.419   0.546  12.048  32.974
2017 191 63450   4208830.073   2334850.502   4171267.352      6.666   2.282   0.137   2.419   0.545  12.048  32.974
2017 191 63480   4208830.073   2334850.502   4171267.352      6.430   2.282   0.137   2.420   0.545  12.048  32.975
2017 191 63510   4208830.073   2334850.502   4171267.352      6.463   2.282   0.137   2.420   0.546  12.048  32.975
2017 191 63540   4208830.073   2334850.502   4171267.352      6.182   2.282   0.138   2.420   0.547  12.049  32.976
2017 191 63570   4208830.073   2334850.502   4171267.352      6.088   2.282   0.138   2.420   0.548  12.050  32.977
2017 191 63600   4208830.072   2334850.502   4171267.352      6.091   2.282   0.138   2.420   0.548  12.050  32.978
2017 191 63630   4208830.072   2334850.502   4171267.352      5.715   2.282   0.138   2.420   0.548  12.050  32.981
2017 191 63660   4208830.072   2334850.502   4171267.352      5.746   2.282   0.138   2.420   0.547  12.050  32.982
2017 191 63690   4208830.073   2334850.502   4171267.352      5.839   2.282   0.138   2.420   0.547  12.050  32.983
2017 191 63720   4208830.073   2334850.502   4171267.352      5.726   2.282   0.138   2.420   0.546  12.050  32.984
2017 191 63750   4208830.073   2334850.502   4171267.352      5.035   2.282   0.138   2.420   0.547  12.050  32.987
2017 191 63780   4208830.073   2334850.502   4171267.352      5.162   2.282   0.138   2.420   0.548  12.050  32.987
2017 191 63810   4208830.073   2334850.502   4171267.352      5.347   2.282   0.138   2.420   0.549  12.050  32.990
2017 191 63840   4208830.073   2334850.502   4171267.352      5.363   2.282   0.138   2.420   0.550  12.050  32.990
2017 191 63870   4208830.073   2334850.502   4171267.352      5.615   2.282   0.138   2.421   0.551  12.051  32.989
2017 191 63900   4208830.073   2334850.502   4171267.352      5.557   2.282   0.138   2.421   0.551  12.051  32.988
2017 191 63930   4208830.073   2334850.502   4171267.352      5.769   2.282   0.138   2.421   0.552  12.051  32.989
2017 191 63960   4208830.073   2334850.502   4171267.352      5.651   2.282   0.138   2.421   0.553  12.051  32.992
2017 191 63990   4208830.073   2334850.502   4171267.352      5.777   2.282   0.138   2.421   0.553  12.051  32.993
2017 191 64020   4208830.073   2334850.502   4171267.352      5.883   2.282   0.138   2.421   0.554  12.049  32.994
2017 191 64050   4208830.073   2334850.502   4171267.352      5.668   2.282   0.139   2.421   0.554  12.049  32.997
2017 191 64080   4208830.073   2334850.502   4171267.352      5.538   2.282   0.139   2.421   0.554  12.048  32.997
2017 191 64110   4208830.073   2334850.503   4171267.352      5.926   2.282   0.139   2.421   0.554  12.049  32.998
2017 191 64140   4208830.073   2334850.503   4171267.352      5.958   2.282   0.139   2.421   0.555  12.049  33.002
2017 191 64170   4208830.073   2334850.503   4171267.352      5.768   2.282   0.139   2.421   0.554  12.049  33.003
2017 191 64200   4208830.073   2334850.503   4171267.352      5.695   2.282   0.139   2.421   0.553  12.049  33.003
2017 191 64230   4208830.073   2334850.503   4171267.352      5.897   2.282   0.139   2.421   0.552  12.049  33.004
2017 191 64260   4208830.073   2334850.503   4171267.352      5.105   2.282   0.139   2.421   0.552  12.049  33.004
2017 191 64290   4208830.073   2334850.503   4171267.352      5.541   2.282   0.139   2.421   0.551  12.049  33.007
2017 191 64320   4208830.073   2334850.503   4171267.352      5.805   2.282   0.139   2.421   0.552  12.050  33.008
2017 191 64350   4208830.073   2334850.503   4171267.352      5.368   2.282   0.139   2.421   0.551  12.051  33.008
2017 191 64380   4208830.073   2334850.503   4171267.352      5.662   2.282   0.139   2.421   0.550  12.052  33.009
2017 191 64410   4208830.073   2334850.503   4171267.352      5.779   2.282   0.139   2.422   0.549  12.052  33.010
2017 191 64440   4208830.073   2334850.503   4171267.352      5.569   2.282   0.139   2.422   0.548  12.053  33.011
2017 191 64470   4208830.073   2334850.503   4171267.352      5.341   2.282   0.139   2.422   0.549  12.054  33.012
2017 191 64500   4208830.073   2334850.503   4171267.352      5.385   2.282   0.140   2.422   0.550  12.055  33.013
2017 191 64530   4208830.073   2334850.503   4171267.352      5.151   2.282   0.140   2.422   0.551  12.055  33.013
2017 191 64560   4208830.073   2334850.503   4171267.352      5.198   2.282   0.140   2.422   0.551  12.055  33.013
2017 191 64590   4208830.073   2334850.503   4171267.352      5.515   2.282   0.140   2.422   0.552  12.055  33.014
2017 191 64620   4208830.073   2334850.503   4171267.352      5.245   2.282   0.140   2.422   0.554  12.055  33.015
2017 191 64650   4208830.073   2334850.503   4171267.352      5.296   2.282   0.140   2.422   0.555  12.055  33.017
2017 191 64680   4208830.073   2334850.503   4171267.352      5.136   2.282   0.140   2.422   0.556  12.055  33.018
2017 191 64710   4208830.073   2334850.503   4171267.352      5.109   2.282   0.140   2.423   0.556  12.056  33.020
2017 191 64740   4208830.073   2334850.503   4171267.352      5.445   2.282   0.140   2.423   0.556  12.056  33.022
2017 191 64770   4208830.073   2334850.503   4171267.352      5.751   2.282   0.141   2.423   0.557  12.056  33.023
2017 191 64800   4208830.073   2334850.503   4171267.352      5.921   2.282   0.141   2.423   0.557  12.056  33.023
2017 191 64830   4208830.073   2334850.503   4171267.352      5.940   2.282   0.141   2.423   0.557  12.054  33.025
2017 191 64860   4208830.073   2334850.503   4171267.352      5.911   2.282   0.141   2.423   0.555  12.053  33.025
2017 191 64890   4208830.073   2334850.503   4171267.352      5.850   2.282   0.141   2.423   0.555  12.052  33.025
2017 191 64920   4208830.073   2334850.503   4171267.352      5.897   2.282   0.141   2.424   0.556  12.051  33.024
2017 191 64950   4208830.073   2334850.503   4171267.352      5.912   2.282   0.141   2.424   0.556  12.051  33.027
2017 191 64980   4208830.073   2334850.503   4171267.352      5.764   2.282   0.141   2.424   0.557  12.051  33.028
2017 191 65010   4208830.073   2334850.503   4171267.352      5.764   2.282   0.141   2.424   0.558  12.052  33.028
2017 191 65040   4208830.073   2334850.503   4171267.352      5.805   2.282   0.141   2.424   0.560  12.053  33.028
2017 191 65070   4208830.073   2334850.503   4171267.352      5.732   2.282   0.141   2.424   0.560  12.053  33.029
2017 191 65100   4208830.073   2334850.503   4171267.352      5.682   2.282   0.141   2.424   0.560  12.053  33.029
2017 191 65130   4208830.073   2334850.503   4171267.352      5.544   2.282   0.141   2.424   0.559  12.053  33.031
2017 191 65160   4208830.073   2334850.503   4171267.352      5.994   2.282   0.142   2.424   0.558  12.052  33.030
2017 191 65190   4208830.073   2334850.503   4171267.352      5.591   2.282   0.142   2.424   0.557  12.052  33.030
2017 191 65220   4208830.073   2334850.503   4171267.352      5.706   2.282   0.142   2.424   0.556  12.051  33.030
2017 191 65250   4208830.073   2334850.503   4171267.352      5.373   2.282   0.142   2.424   0.556  12.051  33.031
2017 191 65280   4208830.073   2334850.503   4171267.352      5.203   2.282   0.142   2.424   0.557  12.050  33.031
2017 191 65310   4208830.073   2334850.503   4171267.352      5.265   2.282   0.142   2.424   0.557  12.049  33.031
2017 191 65340   4208830.073   2334850.503   4171267.352      5.006   2.282   0.142   2.424   0.557  12.049  33.030
2017 191 65370   4208830.073   2334850.503   4171267.352      5.065   2.282   0.142   2.424   0.556  12.049  33.031
2017 191 65400   4208830.073   2334850.503   4171267.352      5.334   2.282   0.142   2.424   0.557  12.049  33.031
2017 191 65430   4208830.073   2334850.503   4171267.352      5.751   2.282   0.142   2.424   0.557  12.049  33.032
2017 191 65460   4208830.073   2334850.503   4171267.352      5.760   2.282   0.142   2.425   0.557  12.049  33.033
2017 191 65490   4208830.073   2334850.503   4171267.352      5.987   2.282   0.142   2.425   0.557  12.050  33.034
2017 191 65520   4208830.073   2334850.503   4171267.352      5.836   2.282   0.143   2.425   0.558  12.050  33.036
2017 191 65550   4208830.073   2334850.503   4171267.352      5.973   2.282   0.143   2.425   0.560  12.052  33.038
2017 191 65580   4208830.073   2334850.503   4171267.352      5.787   2.282   0.143   2.425   0.560  12.053  33.039
2017 191 65610   4208830.073   2334850.503   4171267.352      5.641   2.282   0.143   2.425   0.560  12.053  33.040
2017 191 65640   4208830.073   2334850.503   4171267.352      6.552   2.282   0.143   2.425   0.559  12.053  33.040
2017 191 65670   4208830.073   2334850.503   4171267.352      6.481   2.282   0.143   2.426   0.560  12.053  33.039
2017 191 65700   4208830.073   2334850.503   4171267.352      6.965   2.282   0.143   2.426   0.560  12.053  33.040
2017 191 65730   4208830.073   2334850.503   4171267.352      6.356   2.282   0.143   2.426   0.562  12.053  33.040
2017 191 65760   4208830.073   2334850.503   4171267.352      6.797   2.282   0.144   2.426   0.562  12.053  33.040
2017 191 65790   4208830.073   2334850.503   4171267.352      6.511   2.282   0.143   2.426   0.563  12.054  33.041
2017 191 65820   4208830.073   2334850.503   4171267.352      6.894   2.282   0.143   2.426   0.564  12.055  33.042
2017 191 65850   4208830.073   2334850.503   4171267.352      6.381   2.282   0.143   2.426   0.565  12.054  33.042
2017 191 65880   4208830.073   2334850.503   4171267.352      6.237   2.282   0.143   2.426   0.565  12.054  33.042
2017 191 65910   4208830.073   2334850.503   4171267.352      5.739   2.282   0.143   2.426   0.565  12.054  33.042
2017 191 65940   4208830.073   2334850.503   4171267.352      5.964   2.282   0.143   2.426   0.566  12.054  33.043
2017 191 65970   4208830.073   2334850.503   4171267.352      6.106   2.282   0.143   2.426   0.566  12.055  33.044
2017 191 66000   4208830.073   2334850.503   4171267.352      6.060   2.282   0.143   2.426   0.566  12.056  33.046
2017 191 66030   4208830.073   2334850.503   4171267.352      5.981   2.282   0.143   2.426   0.566  12.056  33.047
2017 191 66060   4208830.073   2334850.503   4171267.352      5.942   2.282   0.143   2.426   0.567  12.056  33.048
2017 191 66090   4208830.073   2334850.503   4171267.352      6.097   2.282   0.143   2.426   0.567  12.057  33.049
2017 191 66120   4208830.073   2334850.503   4171267.352      6.150   2.282   0.143   2.426   0.567  12.057  33.051
2017 191 66150   4208830.073   2334850.503   4171267.352      5.943   2.282   0.143   2.426   0.568  12.058  33.053
2017 191 66180   4208830.073   2334850.503   4171267.352      6.443   2.282   0.143   2.426   0.569  12.058  33.055
2017 191 66210   4208830.073   2334850.503   4171267.352      6.315   2.282   0.143   2.426   0.568  12.058  33.055
2017 191 66240   4208830.073   2334850.503   4171267.352      6.416   2.282   0.143   2.426   0.568  12.057  33.056
2017 191 66270   4208830.073   2334850.503   4171267.352      6.136   2.282   0.143   2.426   0.570  12.056  33.058
2017 191 66300   4208830.073   2334850.503   4171267.352      5.667   2.282   0.143   2.426   0.572  12.057  33.059
2017 191 66330   4208830.073   2334850.503   4171267.352      5.920   2.282   0.144   2.426   0.573  12.057  33.060
2017 191 66360   4208830.073   2334850.503   4171267.352      6.083   2.282   0.144   2.426   0.574  12.056  33.060
2017 191 66390   4208830.073   2334850.503   4171267.352      6.157   2.282   0.144   2.426   0.573  12.055  33.061
2017 191 66420   4208830.073   2334850.503   4171267.352      6.205   2.282   0.143   2.426   0.572  12.054  33.060
2017 191 66450   4208830.073   2334850.503   4171267.352      6.092   2.282   0.143   2.426   0.571  12.053  33.060
2017 191 66480   4208830.073   2334850.503   4171267.352      5.999   2.282   0.143   2.426   0.571  12.053  33.061
2017 191 66510   4208830.073   2334850.503   4171267.352      6.071   2.282   0.143   2.426   0.570  12.054  33.062
2017 191 66540   4208830.073   2334850.503   4171267.352      6.083   2.282   0.144   2.426   0.571  12.054  33.063
2017 191 66570   4208830.073   2334850.503   4171267.352      6.301   2.282   0.144   2.426   0.571  12.054  33.064
2017 191 66600   4208830.074   2334850.503   4171267.352      6.133   2.282   0.144   2.426   0.571  12.054  33.065
2017 191 66630   4208830.074   2334850.503   4171267.352      5.990   2.282   0.144   2.426   0.572  12.054  33.065
2017 191 66660   4208830.073   2334850.503   4171267.352      6.324   2.282   0.144   2.426   0.572  12.054  33.066
2017 191 66690   4208830.073   2334850.503   4171267.352      6.549   2.282   0.144   2.427   0.571  12.054  33.066
2017 191 66720   4208830.074   2334850.503   4171267.352      6.723   2.282   0.144   2.427   0.571  12.055  33.067
2017 191 66750   4208830.074   2334850.503   4171267.352      6.977   2.282   0.144   2.427   0.573  12.055  33.067
2017 191 66780   4208830.074   2334850.503   4171267.352      6.794   2.282   0.144   2.427   0.574  12.056  33.068
2017 191 66810   4208830.074   2334850.503   4171267.352      6.831   2.282   0.145   2.427   0.575  12.056  33.069
2017 191 66840   4208830.073   2334850.503   4171267.352      6.980   2.282   0.145   2.427   0.577  12.058  33.070
2017 191 66870   4208830.074   2334850.503   4171267.352      6.929   2.282   0.145   2.427   0.578  12.059  33.071
2017 191 66900   4208830.074   2334850.503   4171267.352      6.830   2.282   0.145   2.427   0.579  12.060  33.073
2017 191 66930   4208830.074   2334850.503   4171267.352      6.960   2.282   0.145   2.427   0.579  12.061  33.074
2017 191 66960   4208830.074   2334850.503   4171267.352      7.008   2.282   0.145   2.427   0.580  12.062  33.075
2017 191 66990   4208830.074   2334850.503   4171267.352      6.704   2.282   0.145   2.427   0.581  12.064  33.075
2017 191 67020   4208830.074   2334850.503   4171267.352      6.679   2.282   0.145   2.427   0.582  12.064  33.075
2017 191 67050   4208830.074   2334850.503   4171267.352      6.858   2.282   0.145   2.427   0.583  12.064  33.076
2017 191 67080   4208830.074   2334850.503   4171267.352      6.951   2.282   0.145   2.427   0.582  12.065  33.077
2017 191 67110   4208830.074   2334850.503   4171267.352      6.919   2.282   0.145   2.427   0.582  12.064  33.077
2017 191 67140   4208830.074   2334850.503   4171267.352      6.822   2.282   0.144   2.427   0.581  12.064  33.078
2017 191 67170   4208830.074   2334850.503   4171267.352      6.675   2.282   0.144   2.427   0.580  12.063  33.078
2017 191 67200   4208830.074   2334850.503   4171267.352      6.399   2.282   0.144   2.427   0.580  12.063  33.078
2017 191 67230   4208830.074   2334850.503   4171267.352      6.029   2.282   0.145   2.427   0.580  12.062  33.079
2017 191 67260   4208830.074   2334850.503   4171267.352      7.668   2.282   0.145   2.427   0.581  12.061  33.079
2017 191 67290   4208830.074   2334850.503   4171267.352      7.593   2.282   0.145   2.427   0.582  12.060  33.079
2017 191 67320   4208830.074   2334850.503   4171267.352      7.575   2.282   0.145   2.427   0.583  12.060  33.080
2017 191 67350   4208830.074   2334850.503   4171267.352      7.862   2.282   0.145   2.427   0.583  12.060  33.082
2017 191 67380   4208830.074   2334850.503   4171267.352      8.002   2.282   0.144   2.427   0.582  12.060  33.085
2017 191 67410   4208830.074   2334850.503   4171267.352      8.015   2.282   0.144   2.427   0.582  12.061  33.088
2017 191 67440   4208830.074   2334850.503   4171267.352      7.848   2.282   0.144   2.426   0.582  12.061  33.090
2017 191 67470   4208830.074   2334850.503   4171267.351      7.848   2.282   0.144   2.426   0.582  12.063  33.090
2017 191 67500   4208830.074   2334850.503   4171267.351      7.515   2.282   0.144   2.426   0.584  12.064  33.090
2017 191 67530   4208830.074   2334850.503   4171267.352      7.614   2.282   0.144   2.426   0.585  12.064  33.089
2017 191 67560   4208830.074   2334850.503   4171267.352      7.484   2.282   0.143   2.426   0.584  12.064  33.088
2017 191 67590   4208830.074   2334850.503   4171267.352      7.762   2.282   0.143   2.426   0.584  12.062  33.088
2017 191 67620   4208830.074   2334850.504   4171267.352      7.896   2.282   0.143   2.425   0.584  12.061  33.089
2017 191 67650   4208830.074   2334850.504   4171267.352      8.050   2.282   0.143   2.425   0.583  12.061  33.090
2017 191 67680   4208830.074   2334850.504   4171267.352      7.800   2.282   0.142   2.425   0.584  12.060  33.090
2017 191 67710   4208830.074   2334850.504   4171267.352      8.027   2.282   0.142   2.425   0.586  12.060  33.092
2017 191 67740   4208830.074   2334850.504   4171267.352      7.654   2.282   0.142   2.424   0.587  12.060  33.094
2017 191 67770   4208830.074   2334850.504   4171267.352      7.732   2.282   0.142   2.425   0.588  12.061  33.095
2017 191 67800   4208830.074   2334850.504   4171267.352      7.921   2.282   0.142   2.425   0.588  12.061  33.097
2017 191 67830   4208830.074   2334850.504   4171267.352      8.008   2.282   0.142   2.425   0.587  12.061  33.099
2017 191 67860   4208830.074   2334850.504   4171267.352      7.951   2.282   0.142   2.425   0.586  12.061  33.100
2017 191 67890   4208830.074   2334850.504   4171267.352      8.096   2.282   0.142   2.425   0.586  12.061  33.102
2017 191 67920   4208830.074   2334850.504   4171267.352      8.176   2.282   0.143   2.425   0.586  12.062  33.103
2017 191 67950   4208830.074   2334850.504   4171267.352      8.136   2.282   0.143   2.425   0.587  12.062  33.104
2017 191 67980   4208830.074   2334850.504   4171267.352      8.294   2.282   0.143   2.425   0.588  12.062  33.104
2017 191 68010   4208830.074   2334850.504   4171267.352      8.463   2.282   0.143   2.425   0.589  12.062  33.104
2017 191 68040   4208830.074   2334850.504   4171267.352      8.424   2.282   0.143   2.425   0.589  12.063  33.104
2017 191 68070   4208830.074   2334850.504   4171267.352      8.541   2.282   0.143   2.425   0.590  12.063  33.103
2017 191 68100   4208830.074   2334850.504   4171267.352      8.412   2.282   0.143   2.425   0.590  12.063  33.103
2017 191 68130   4208830.074   2334850.504   4171267.352      8.452   2.282   0.143   2.426   0.590  12.064  33.104
2017 191 68160   4208830.074   2334850.504   4171267.352      8.594   2.282   0.143   2.426   0.590  12.064  33.105
2017 191 68190   4208830.074   2334850.504   4171267.352      8.296   2.282   0.143   2.426   0.590  12.063  33.105
2017 191 68220   4208830.074   2334850.504   4171267.352      7.901   2.282   0.143   2.426   0.590  12.062  33.106
2017 191 68250   4208830.074   2334850.504   4171267.352      7.667   2.282   0.143   2.426   0.590  12.063  33.107
2017 191 68280   4208830.074   2334850.504   4171267.352      7.438   2.282   0.143   2.426   0.589  12.062  33.107
2017 191 68310   4208830.074   2334850.504   4171267.352      7.728   2.282   0.143   2.426   0.589  12.062  33.108
2017 191 68340   4208830.074   2334850.504   4171267.352      7.611   2.282   0.143   2.426   0.590  12.062  33.108
2017 191 68370   4208830.074   2334850.504   4171267.352      7.688   2.282   0.143   2.426   0.590  12.062  33.109
2017 191 68400   4208830.074   2334850.504   4171267.352      7.893   2.282   0.143   2.426   0.590  12.062  33.109
2017 191 68430   4208830.074   2334850.504   4171267.352      7.659   2.282   0.143   2.426   0.591  12.061  33.109
2017 191 68460   4208830.074   2334850.504   4171267.352      7.992   2.282   0.143   2.426   0.592  12.060  33.110
2017 191 68490   4208830.074   2334850.504   4171267.352      7.668   2.282   0.143   2.426   0.593  12.059  33.111
2017 191 68520   4208830.074   2334850.504   4171267.352      8.281   2.282   0.143   2.426   0.593  12.058  33.112
2017 191 68550   4208830.074   2334850.504   4171267.352      8.117   2.282   0.143   2.426   0.593  12.057  33.114
2017 191 68580   4208830.074   2334850.504   4171267.352      7.934   2.282   0.143   2.426   0.593  12.056  33.115
2017 191 68610   4208830.074   2334850.504   4171267.352      7.969   2.282   0.143   2.425   0.593  12.056  33.117
2017 191 68640   4208830.074   2334850.504   4171267.352      8.208   2.282   0.143   2.425   0.594  12.055  33.119
2017 191 68670   4208830.074   2334850.504   4171267.352      8.003   2.282   0.143   2.425   0.593  12.055  33.119
2017 191 68700   4208830.074   2334850.504   4171267.352      7.762   2.282   0.143   2.425   0.593  12.055  33.120
2017 191 68730   4208830.074   2334850.504   4171267.352      7.936   2.282   0.143   2.425   0.593  12.054  33.121
2017 191 68760   4208830.074   2334850.504   4171267.352      7.973   2.282   0.143   2.425   0.593  12.054  33.123
2017 191 68790   4208830.074   2334850.504   4171267.352      7.872   2.282   0.142   2.425   0.593  12.053  33.125
2017 191 68820   4208830.074   2334850.504   4171267.352      7.671   2.282   0.143   2.425   0.593  12.052  33.125
2017 191 68850   4208830.074   2334850.504   4171267.352      7.960   2.282   0.142   2.425   0.592  12.051  33.126
2017 191 68880   4208830.074   2334850.504   4171267.352      8.046   2.282   0.142   2.425   0.592  12.051  33.127
2017 191 68910   4208830.074   2334850.504   4171267.352      7.845   2.282   0.142   2.425   0.592  12.050  33.127
2017 191 68940   4208830.074   2334850.504   4171267.352      7.997   2.282   0.142   2.425   0.592  12.049  33.127
2017 191 68970   4208830.074   2334850.505   4171267.352      7.992   2.282   0.143   2.425   0.591  12.048  33.127
2017 191 69000   4208830.074   2334850.505   4171267.352      8.007   2.282   0.143   2.425   0.590  12.047  33.126
2017 191 69030   4208830.074   2334850.505   4171267.352      7.764   2.282   0.143   2.425   0.590  12.047  33.126
2017 191 69060   4208830.074   2334850.505   4171267.352      7.614   2.282   0.143   2.425   0.589  12.047  33.126
2017 191 69090   4208830.074   2334850.505   4171267.352      6.717   2.282   0.143   2.426   0.588  12.047  33.126
2017 191 69120   4208830.074   2334850.505   4171267.352      7.203   2.282   0.143   2.426   0.587  12.047  33.126
2017 191 69150   4208830.074   2334850.505   4171267.352      7.454   2.282   0.144   2.426   0.586  12.047  33.125
2017 191 69180   4208830.074   2334850.505   4171267.352      7.388   2.282   0.144   2.426   0.585  12.047  33.125
2017 191 69210   4208830.074   2334850.505   4171267.352      7.232   2.282   0.144   2.426   0.586  12.048  33.125
2017 191 69240   4208830.074   2334850.505   4171267.352      7.577   2.282   0.144   2.426   0.588  12.049  33.125
