Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)
2017 191 68760   4208830.074   2334850.505   4171267.357      7.872   2.282   0.143   2.425
2017 191 68790   4208830.074   2334850.505   4171267.357      7.771   2.282   0.143   2.425
2017 191 68820   4208830.074   2334850.505   4171267.357      7.571   2.282   0.143   2.425
2017 191 68850   4208830.074   2334850.505   4171267.357      7.859   2.282   0.143   2.426
2017 191 68880   4208830.074   2334850.505   4171267.357      7.945   2.282   0.143   2.426
2017 191 68910   4208830.074   2334850.505   4171267.357      7.744   2.282   0.144   2.426
2017 191 68940   4208830.074   2334850.505   4171267.357      7.895   2.282   0.144   2.426
2017 191 68970   4208830.074   2334850.505   4171267.357      7.890   2.282   0.144   2.427
2017 191 69000   4208830.074   2334850.505   4171267.357      7.905   2.282   0.145   2.427
2017 191 69030   4208830.074   2334850.505   4171267.357      7.662   2.282   0.145   2.427
2017 191 69060   4208830.074   2334850.505   4171267.357      7.511   2.282   0.145   2.427
2017 191 69090   4208830.074   2334850.505   4171267.357      6.615   2.282   0.145   2.428
2017 191 69120   4208830.074   2334850.505   4171267.357      7.102   2.282   0.145   2.428
2017 191 69150   4208830.074   2334850.505   4171267.357      7.352   2.282   0.146   2.428
2017 191 69180   4208830.074   2334850.505   4171267.357      7.286   2.282   0.146   2.428
2017 191 69210   4208830.074   2334850.505   4171267.357      7.129   2.282   0.146   2.428
2017 191 69240   4208830.074   2334850.505   4171267.357      7.472   2.282   0.146   2.429
2017 191 69270   4208830.074   2334850.505   4171267.357      7.449   2.282   0.146   2.429
2017 191 69300   4208830.074   2334850.505   4171267.357      7.475   2.282   0.147   2.429
2017 191 69330   4208830.074   2334850.505   4171267.357      7.527   2.282   0.147   2.429
2017 191 69360   4208830.074   2334850.505   4171267.357      7.374   2.282   0.147   2.429
2017 191 69390   4208830.074   2334850.505   4171267.357      7.152   2.282   0.147   2.429
2017 191 69420   4208830.074   2334850.505   4171267.357      7.642   2.282   0.147   2.429
2017 191 69450   4208830.074   2334850.505   4171267.357      7.340   2.282   0.146   2.429
2017 191 69480   4208830.074   2334850.505   4171267.357      7.301   2.282   0.146   2.429
2017 191 69510   4208830.074   2334850.505   4171267.357      7.206   2.282   0.146   2.428
2017 191 69540   4208830.074   2334850.505   4171267.357      7.313   2.282   0.146   2.428
2017 191 69570   4208830.074   2334850.505   4171267.357      7.288   2.282   0.146   2.428
2017 191 69600   4208830.074   2334850.505   4171267.357      6.983   2.282   0.146   2.428
2017 191 69630   4208830.074   2334850.505   4171267.357      7.027   2.282   0.146   2.428
2017 191 69660   4208830.074   2334850.505   4171267.357      7.178   2.282   0.146   2.428
2017 191 69690   4208830.074   2334850.505   4171267.357      7.184   2.282   0.146   2.429
2017 191 69720   4208830.074   2334850.505   4171267.357      6.972   2.282   0.146   2.429
2017 191 69750   4208830.074   2334850.505   4171267.357      7.376   2.282   0.146   2.429
2017 191 69780   4208830.074   2334850.505   4171267.357      7.317   2.282   0.146   2.429
2017 191 69810   4208830.074   2334850.505   4171267.357      7.093   2.282   0.147   2.429
2017 191 69840   4208830.074   2334850.505   4171267.357      7.167   2.282   0.147   2.429
2017 191 69870   4208830.074   2334850.505   4171267.357      7.270   2.282   0.147   2.429
2017 191 69900   4208830.074   2334850.505   4171267.357      7.242   2.282   0.147   2.430
2017 191 69930   4208830.074   2334850.505   4171267.357      7.382   2.282   0.148   2.430
2017 191 69960   4208830.074   2334850.505   4171267.357      7.346   2.282   0.148   2.430
2017 191 69990   4208830.074   2334850.505   4171267.357      7.302   2.282   0.148   2.431
2017 191 70020   4208830.074   2334850.505   4171267.357      7.080   2.282   0.148   2.431
2017 191 70050   4208830.074   2334850.505   4171267.357      7.066   2.282   0.149   2.431
2017 191 70080   4208830.074   2334850.505   4171267.357      7.126   2.282   0.149   2.431
2017 191 70110   4208830.074   2334850.505   4171267.357      6.958   2.282   0.149   2.431
2017 191 70140   4208830.074   2334850.505   4171267.357      7.015   2.282   0.149   2.432
2017 191 70170   4208830.074   2334850.505   4171267.357      6.840   2.282   0.149   2.431
2017 191 70200   4208830.074   2334850.505   4171267.357      6.710   2.282   0.149   2.431
2017 191 70230   4208830.074   2334850.505   4171267.357      7.061   2.282   0.149   2.431
2017 191 70260   4208830.074   2334850.505   4171267.357      6.965   2.282   0.149   2.431
2017 191 70290   4208830.074   2334850.505   4171267.357      7.122   2.282   0.148   2.431
2017 191 70320   4208830.074   2334850.505   4171267.357      7.130   2.282   0.148   2.430
2017 191 70350   4208830.074   2334850.505   4171267.357      6.878   2.282   0.148   2.430
2017 191 70380   4208830.074   2334850.505   4171267.357      6.942   2.282   0.148   2.430
2017 191 70410   4208830.074   2334850.505   4171267.357      6.845   2.282   0.148   2.430
2017 191 70440   4208830.074   2334850.505   4171267.357      6.682   2.282   0.148   2.430
2017 191 70470   4208830.074   2334850.505   4171267.357      6.689   2.282   0.147   2.430
2017 191 70500   4208830.074   2334850.505   4171267.357      6.359   2.282   0.147   2.429
2017 191 70530   4208830.074   2334850.505   4171267.357      6.283   2.282   0.147   2.429
2017 191 70560   4208830.074   2334850.505   4171267.357      6.807   2.282   0.147   2.429
2017 191 70590   4208830.074   2334850.505   4171267.357      6.604   2.282   0.146   2.429
2017 191 70620   4208830.074   2334850.505   4171267.357      7.103   2.282   0.146   2.429
2017 191 70650   4208830.074   2334850.505   4171267.357      6.723   2.282   0.146   2.429
2017 191 70680   4208830.074   2334850.505   4171267.357      6.956   2.282   0.146   2.429
2017 191 70710   4208830.074   2334850.505   4171267.357      6.427   2.282   0.146   2.429
2017 191 70740   4208830.074   2334850.505   4171267.357      6.608   2.282   0.146   2.429
2017 191 70770   4208830.074   2334850.505   4171267.357      6.614   2.282   0.146   2.428
2017 191 70800   4208830.074   2334850.505   4171267.357      6.653   2.282   0.146   2.428
2017 191 70830   4208830.074   2334850.505   4171267.357      6.796   2.282   0.146   2.428
2017 191 70860   4208830.074   2334850.505   4171267.357      6.618   2.282   0.146   2.428
2017 191 70890   4208830.074   2334850.505   4171267.357      6.749   2.282   0.146   2.428
2017 191 70920   4208830.074   2334850.505   4171267.357      7.082   2.282   0.146   2.428
2017 191 70950   4208830.074   2334850.505   4171267.357      6.710   2.282   0.145   2.428
2017 191 70980   4208830.074   2334850.505   4171267.357      6.716   2.282   0.145   2.428
2017 191 71010   4208830.074   2334850.505   4171267.357      6.580   2.282   0.145   2.427
2017 191 71040   4208830.074   2334850.505   4171267.357      6.963   2.282   0.145   2.427
2017 191 71070   4208830.074   2334850.505   4171267.357      6.851   2.282   0.144   2.427
2017 191 71100   4208830.074   2334850.505   4171267.357      7.010   2.282   0.144   2.426
2017 191 71130   4208830.074   2334850.505   4171267.357      7.180   2.282   0.144   2.426
2017 191 71160   4208830.074   2334850.505   4171267.357      6.957   2.282   0.143   2.426
2017 191 71190   4208830.074   2334850.505   4171267.357      7.012   2.282   0.143   2.426
2017 191 71220   4208830.074   2334850.505   4171267.357      7.179   2.282   0.143   2.425
2017 191 71250   4208830.074   2334850.505   4171267.357      6.805   2.282   0.142   2.425
2017 191 71280   4208830.074   2334850.505   4171267.357      6.776   2.282   0.142   2.425
2017 191 71310   4208830.074   2334850.505   4171267.357      6.594   2.282   0.142   2.424
2017 191 71340   4208830.074   2334850.505   4171267.357      6.646   2.282   0.142   2.424
2017 191 71370   4208830.074   2334850.506   4171267.357      6.859   2.282   0.141   2.424
2017 191 71400   4208830.074   2334850.506   4171267.357      6.706   2.282   0.141   2.424
2017 191 71430   4208830.074   2334850.506   4171267.357      6.712   2.282   0.141   2.423
2017 191 71460   4208830.074   2334850.506   4171267.357      5.825   2.282   0.141   2.423
2017 191 71490   4208830.074   2334850.506   4171267.357      5.841   2.282   0.140   2.423
2017 191 71520   4208830.074   2334850.506   4171267.357      5.939   2.282   0.140   2.422
2017 191 71550   4208830.074   2334850.506   4171267.357      5.977   2.282   0.140   2.422
2017 191 71580   4208830.074   2334850.506   4171267.357      6.314   2.282   0.139   2.422
2017 191 71610   4208830.074   2334850.506   4171267.357      6.352   2.282   0.139   2.421
2017 191 71640   4208830.074   2334850.506   4171267.357      6.625   2.282   0.139   2.421
2017 191 71670   4208830.074   2334850.506   4171267.357      6.692   2.282   0.139   2.421
2017 191 71700   4208830.074   2334850.506   4171267.357      6.431   2.282   0.138   2.421
2017 191 71730   4208830.074   2334850.506   4171267.357      6.319   2.282   0.138   2.421
2017 191 71760   4208830.074   2334850.506   4171267.357      6.133   2.282   0.138   2.421
2017 191 71790   4208830.074   2334850.506   4171267.357      6.087   2.282   0.138   2.421
2017 191 71820   4208830.074   2334850.506   4171267.357      6.204   2.282   0.138   2.421
2017 191 71850   4208830.074   2334850.506   4171267.357      6.039   2.282   0.138   2.421
2017 191 71880   4208830.074   2334850.506   4171267.357      5.899   2.282   0.138   2.421
2017 191 71910   4208830.074   2334850.506   4171267.357      5.649   2.282   0.138   2.420
2017 191 71940   4208830.074   2334850.506   4171267.357      5.660   2.282   0.138   2.420
2017 191 71970   4208830.074   2334850.506   4171267.357      5.705   2.282   0.138   2.420
2017 191 72000   4208830.074   2334850.506   4171267.358      5.520   2.282   0.138   2.420
2017 191 72030   4208830.074   2334850.506   4171267.358      5.549   2.282   0.138   2.420
2017 191 72060   4208830.074   2334850.506   4171267.358      6.053   2.282   0.138   2.420
2017 191 72090   4208830.074   2334850.506   4171267.358      5.922   2.282   0.137   2.420
2017 191 72120   4208830.074   2334850.506   4171267.358      5.853   2.282   0.137   2.419
2017 191 72150   4208830.074   2334850.506   4171267.358      5.636   2.282   0.137   2.419
2017 191 72180   4208830.074   2334850.506   4171267.358      5.823   2.282   0.137   2.419
2017 191 72210   4208830.074   2334850.506   4171267.358      6.001   2.282   0.137   2.419
2017 191 72240   4208830.074   2334850.506   4171267.358      5.862   2.282   0.137   2.419
2017 191 72270   4208830.073   2334850.506   4171267.358      6.136   2.282   0.137   2.419
2017 191 72300   4208830.073   2334850.506   4171267.358      6.160   2.282   0.137   2.419
2017 191 72330   4208830.073   2334850.506   4171267.358      6.138   2.282   0.137   2.419
2017 191 72360   4208830.073   2334850.506   4171267.358      6.027   2.282   0.137   2.419
2017 191 72390   4208830.073   2334850.506   4171267.358      6.131   2.282   0.137   2.419
2017 191 72420   4208830.073   2334850.506   4171267.358      6.210   2.282   0.137   2.419
2017 191 72450   4208830.073   2334850.506   4171267.358      6.041   2.282   0.137   2.419
2017 191 72480   4208830.073   2334850.506   4171267.358      5.862   2.282   0.137   2.419
2017 191 72510   4208830.073   2334850.506   4171267.358      5.766   2.282   0.137   2.419
2017 191 72540   4208830.073   2334850.506   4171267.358      5.901   2.282   0.137   2.419
2017 191 72570   4208830.073   2334850.506   4171267.358      5.989   2.282   0.137   2.419
2017 191 72600   4208830.073   2334850.506   4171267.358      5.682   2.282   0.137   2.419
2017 191 72630   4208830.073   2334850.506   4171267.358      5.770   2.282   0.136   2.419
2017 191 72660   4208830.073   2334850.506   4171267.358      6.061   2.282   0.136   2.419
2017 191 72690   4208830.073   2334850.506   4171267.357      5.778   2.282   0.136   2.419
2017 191 72720   4208830.073   2334850.506   4171267.357      6.196   2.282   0.136   2.419
2017 191 72750   4208830.073   2334850.506   4171267.357      5.897   2.282   0.136   2.418
2017 191 72780   4208830.073   2334850.506   4171267.357      5.836   2.282   0.136   2.418
2017 191 72810   4208830.073   2334850.506   4171267.357      5.820   2.282   0.136   2.418
2017 191 72840   4208830.073   2334850.506   4171267.357      6.096   2.282   0.136   2.418
2017 191 72870   4208830.073   2334850.506   4171267.357      6.360   2.282   0.136   2.418
2017 191 72900   4208830.073   2334850.506   4171267.357      6.346   2.282   0.136   2.418
2017 191 72930   4208830.073   2334850.506   4171267.357      6.336   2.282   0.136   2.418
2017 191 72960   4208830.073   2334850.506   4171267.357      6.121   2.282   0.136   2.418
2017 191 72990   4208830.073   2334850.506   4171267.357      6.069   2.282   0.136   2.418
2017 191 73020   4208830.073   2334850.506   4171267.357      5.318   2.282   0.135   2.418
2017 191 73050   4208830.073   2334850.506   4171267.357      5.131   2.282   0.135   2.418
2017 191 73080   4208830.073   2334850.506   4171267.357      5.082   2.282   0.135   2.418
2017 191 73110   4208830.073   2334850.506   4171267.357      5.178   2.282   0.135   2.418
2017 191 73140   4208830.073   2334850.506   4171267.357      5.137   2.282   0.135   2.417
2017 191 73170   4208830.073   2334850.506   4171267.357      4.968   2.282   0.135   2.417
2017 191 73200   4208830.073   2334850.506   4171267.357      5.008   2.282   0.135   2.417
2017 191 73230   4208830.073   2334850.506   4171267.357      4.698   2.282   0.135   2.417
2017 191 73260   4208830.073   2334850.506   4171267.357      4.855   2.282   0.135   2.417
2017 191 73290   4208830.073   2334850.506   4171267.357      5.063   2.282   0.135   2.417
2017 191 73320   4208830.073   2334850.506   4171267.357      5.481   2.282   0.135   2.417
2017 191 73350   4208830.073   2334850.506   4171267.357      5.389   2.282   0.134   2.417
2017 191 73380   4208830.073   2334850.506   4171267.357      5.532   2.282   0.134   2.417
2017 191 73410   4208830.073   2334850.506   4171267.357      5.290   2.282   0.134   2.416
2017 191 73440   4208830.073   2334850.506   4171267.357      5.431   2.282   0.134   2.416
2017 191 73470   4208830.073   2334850.506   4171267.357      5.249   2.282   0.134   2.416
2017 191 73500   4208830.073   2334850.506   4171267.357      5.301   2.282   0.133   2.416
2017 191 73530   4208830.073   2334850.506   4171267.357      5.458   2.282   0.133   2.415
2017 191 73560   4208830.073   2334850.506   4171267.357      4.981   2.282   0.133   2.415
2017 191 73590   4208830.073   2334850.506   4171267.357      4.937   2.282   0.132   2.415
2017 191 73620   4208830.073   2334850.506   4171267.357      4.845   2.282   0.132   2.414
2017 191 73650   4208830.073   2334850.506   4171267.357      4.878   2.282   0.132   2.414
2017 191 73680   4208830.073   2334850.506   4171267.357      4.762   2.282   0.132   2.414
2017 191 73710   4208830.073   2334850.506   4171267.357      4.908   2.282   0.132   2.414
2017 191 73740   4208830.073   2334850.506   4171267.357      5.081   2.282   0.132   2.414
2017 191 73770   4208830.073   2334850.506   4171267.357      5.257   2.282   0.132   2.414
2017 191 73800   4208830.073   2334850.506   4171267.357      5.298   2.282   0.132   2.414
2017 191 73830   4208830.073   2334850.506   4171267.357      5.393   2.282   0.132   2.414
2017 191 73860   4208830.073   2334850.506   4171267.357      5.903   2.282   0.132   2.414
2017 191 73890   4208830.073   2334850.506   4171267.357      5.665   2.282   0.132   2.414
2017 191 73920   4208830.073   2334850.506   4171267.357      5.832   2.282   0.132   2.414
2017 191 73950   4208830.073   2334850.506   4171267.357      5.689   2.282   0.132   2.414
2017 191 73980   4208830.073   2334850.506   4171267.357      5.825   2.282   0.132   2.415
2017 191 74010   4208830.073   2334850.506   4171267.357      5.844   2.282   0.132   2.415
2017 191 74040   4208830.073   2334850.506   4171267.357      5.762   2.282   0.132   2.415
2017 191 74070   4208830.073   2334850.506   4171267.357      5.680   2.282   0.132   2.415
2017 191 74100   4208830.072   2334850.506   4171267.357      5.874   2.282   0.132   2.414
2017 191 74130   4208830.072   2334850.506   4171267.357      5.720   2.282   0.132   2.414
2017 191 74160   4208830.072   2334850.506   4171267.357      5.738   2.282   0.132   2.414
2017 191 74190   4208830.072   2334850.506   4171267.357      5.680   2.282   0.131   2.414
2017 191 74220   4208830.072   2334850.506   4171267.357      5.505   2.282   0.131   2.414
2017 191 74250   4208830.072   2334850.506   4171267.357      5.569   2.282   0.131   2.413
2017 191 74280   4208830.072   2334850.506   4171267.357      5.332   2.282   0.131   2.413
2017 191 74310   4208830.072   2334850.506   4171267.357      5.585   2.282   0.130   2.413
2017 191 74340   4208830.072   2334850.506   4171267.357      5.688   2.282   0.130   2.413
2017 191 74370   4208830.072   2334850.507   4171267.357      5.788   2.282   0.130   2.412
2017 191 74400   4208830.072   2334850.507   4171267.357      5.489   2.282   0.130   2.412
2017 191 74430   4208830.072   2334850.507   4171267.357      5.569   2.282   0.129   2.412
2017 191 74460   4208830.072   2334850.507   4171267.357      6.019   2.282   0.129   2.412
2017 191 74490   4208830.072   2334850.507   4171267.357      5.869   2.282   0.129   2.412
2017 191 74520   4208830.072   2334850.507   4171267.357      7.561   2.282   0.129   2.411
2017 191 74550   4208830.072   2334850.507   4171267.357      7.113   2.282   0.129   2.411
2017 191 74580   4208830.072   2334850.507   4171267.357      6.162   2.282   0.129   2.411
2017 191 74610   4208830.072   2334850.507   4171267.357      6.045   2.282   0.129   2.411
2017 191 74640   4208830.072   2334850.507   4171267.357      6.792   2.282   0.129   2.411
2017 191 74670   4208830.072   2334850.507   4171267.357      6.942   2.282   0.129   2.412
2017 191 74700   4208830.072   2334850.507   4171267.357      7.024   2.282   0.129   2.412
2017 191 74730   4208830.072   2334850.507   4171267.357      6.712   2.282   0.130   2.412
2017 191 74760   4208830.072   2334850.507   4171267.357      6.419   2.282   0.130   2.412
2017 191 74790   4208830.072   2334850.507   4171267.357      6.200   2.282   0.130   2.413
2017 191 74820   4208830.072   2334850.507   4171267.357      6.267   2.282   0.131   2.413
2017 191 74850   4208830.072   2334850.507   4171267.357      6.371   2.282   0.131   2.413
2017 191 74880   4208830.072   2334850.507   4171267.357      6.529   2.282   0.131   2.413
2017 191 74910   4208830.072   2334850.507   4171267.357      6.607   2.282   0.131   2.413
2017 191 74940   4208830.072   2334850.507   4171267.357      6.970   2.282   0.131   2.413
2017 191 74970   4208830.072   2334850.507   4171267.357      6.812   2.282   0.131   2.413
2017 191 75000   4208830.072   2334850.507   4171267.357      6.648   2.282   0.131   2.413
2017 191 75030   4208830.072   2334850.507   4171267.357      6.589   2.282   0.131   2.413
2017 191 75060   4208830.072   2334850.507   4171267.357      6.511   2.282   0.131   2.413
2017 191 75090   4208830.072   2334850.507   4171267.357      6.628   2.282   0.131   2.413
2017 191 75120   4208830.072   2334850.507   4171267.357      6.455   2.282   0.131   2.413
2017 191 75150   4208830.072   2334850.507   4171267.357      6.747   2.282   0.131   2.413
2017 191 75180   4208830.072   2334850.507   4171267.357      6.508   2.282   0.131   2.413
2017 191 75210   4208830.072   2334850.507   4171267.357      6.598   2.282   0.131   2.413
2017 191 75240   4208830.072   2334850.507   4171267.357      6.688   2.282   0.131   2.413
2017 191 75270   4208830.072   2334850.507   4171267.357      6.783   2.282   0.131   2.413
2017 191 75300   4208830.072   2334850.507   4171267.357      6.499   2.282   0.131   2.413
2017 191 75330   4208830.072   2334850.507   4171267.357      6.661   2.282   0.131   2.414
2017 191 75360   4208830.072   2334850.507   4171267.357      6.468   2.282   0.131   2.414
2017 191 75390   4208830.072   2334850.507   4171267.357      6.443   2.282   0.132   2.414
2017 191 75420   4208830.072   2334850.507   4171267.357      6.367   2.282   0.132   2.414
2017 191 75450   4208830.072   2334850.507   4171267.357      6.494   2.282   0.132   2.414
2017 191 75480   4208830.072   2334850.507   4171267.357      6.407   2.282   0.132   2.414
2017 191 75510   4208830.072   2334850.507   4171267.357      6.369   2.282   0.132   2.415
2017 191 75540   4208830.072   2334850.507   4171267.357      6.508   2.282   0.132   2.415
2017 191 75570   4208830.072   2334850.507   4171267.357      6.466   2.282   0.133   2.415
2017 191 75600   4208830.072   2334850.507   4171267.357      6.401   2.282   0.133   2.415
2017 191 75630   4208830.072   2334850.507   4171267.357      6.130   2.282   0.133   2.415
2017 191 75660   4208830.072   2334850.507   4171267.357      6.474   2.282   0.133   2.416
2017 191 75690   4208830.072   2334850.507   4171267.357      6.098   2.282   0.133   2.416
2017 191 75720   4208830.072   2334850.507   4171267.357      6.204   2.282   0.133   2.416
2017 191 75750   4208830.072   2334850.507   4171267.357      5.823   2.282   0.133   2.416
2017 191 75780   4208830.072   2334850.507   4171267.357      6.325   2.282   0.133   2.416
2017 191 75810   4208830.072   2334850.507   4171267.357      6.371   2.282   0.133   2.416
2017 191 75840   4208830.072   2334850.507   4171267.357      5.992   2.282   0.133   2.416
2017 191 75870   4208830.072   2334850.507   4171267.357      6.109   2.282   0.133   2.416
2017 191 75900   4208830.072   2334850.507   4171267.357      6.210   2.282   0.133   2.415
2017 191 75930   4208830.072   2334850.507   4171267.357      6.195   2.282   0.133   2.415
2017 191 75960   4208830.072   2334850.507   4171267.357      6.276   2.282   0.133   2.415
2017 191 75990   4208830.072   2334850.507   4171267.357      6.350   2.282   0.133   2.415
2017 191 76020   4208830.072   2334850.507   4171267.357      6.214   2.282   0.133   2.415
2017 191 76050   4208830.072   2334850.507   4171267.357      6.094   2.282   0.133   2.415
2017 191 76080   4208830.072   2334850.507   4171267.357      6.159   2.282   0.133   2.415
2017 191 76110   4208830.072   2334850.507   4171267.357      6.383   2.282   0.133   2.415
2017 191 76140   4208830.072   2334850.507   4171267.357      6.285   2.282   0.133   2.415
2017 191 76170   4208830.072   2334850.507   4171267.357      6.450   2.282   0.133   2.415
2017 191 76200   4208830.072   2334850.507   4171267.357      6.414   2.282   0.132   2.415
2017 191 76230   4208830.072   2334850.507   4171267.357      6.282   2.282   0.132   2.415
2017 191 76260   4208830.072   2334850.507   4171267.357      6.025   2.282   0.132   2.414
2017 191 76290   4208830.072   2334850.507   4171267.357      6.275   2.282   0.132   2.414
2017 191 76320   4208830.072   2334850.507   4171267.357      6.112   2.282   0.132   2.414
2017 191 76350   4208830.072   2334850.507   4171267.357      6.267   2.282   0.132   2.414
2017 191 76380   4208830.072   2334850.507   4171267.357      6.428   2.282   0.132   2.415
2017 191 76410   4208830.072   2334850.507   4171267.357      6.475   2.282   0.132   2.415
2017 191 76440   4208830.072   2334850.507   4171267.357      6.503   2.282   0.132   2.415
2017 191 76470   4208830.072   2334850.507   4171267.357      6.235   2.282   0.133   2.415
2017 191 76500   4208830.072   2334850.507   4171267.357      6.038   2.282   0.133   2.415
2017 191 76530   4208830.072   2334850.507   4171267.357      6.092   2.282   0.133   2.415
2017 191 76560   4208830.072   2334850.507   4171267.357      6.297   2.282   0.133   2.415
2017 191 76590   4208830.072   2334850.507   4171267.357      6.168   2.282   0.133   2.415
2017 191 76620   4208830.072   2334850.507   4171267.357      6.119   2.282   0.133   2.415
2017 191 76650   4208830.072   2334850.507   4171267.357      6.224   2.282   0.133   2.416
2017 191 76680   4208830.072   2334850.507   4171267.357      6.045   2.282   0.133   2.416
2017 191 76710   4208830.072   2334850.507   4171267.357      6.119   2.282   0.133   2.415
2017 191 76740   4208830.072   2334850.507   4171267.357      6.804   2.282   0.133   2.415
2017 191 76770   4208830.072   2334850.507   4171267.357      7.157   2.282   0.133   2.415
2017 191 76800   4208830.072   2334850.507   4171267.357      6.226   2.282   0.133   2.415
2017 191 76830   4208830.072   2334850.507   4171267.357      6.290   2.282   0.133   2.416
2017 191 76860   4208830.072   2334850.507   4171267.357      6.889   2.282   0.133   2.416
2017 191 76890   4208830.072   2334850.507   4171267.357      7.099   2.282   0.134   2.416
2017 191 76920   4208830.072   2334850.507   4171267.357      6.760   2.282   0.134   2.416
2017 191 76950   4208830.072   2334850.507   4171267.357      6.696   2.282   0.134   2.416
2017 191 76980   4208830.072   2334850.507   4171267.357      6.519   2.282   0.133   2.416
2017 191 77010   4208830.072   2334850.507   4171267.357      6.632   2.282   0.134   2.416
2017 191 77040   4208830.072   2334850.507   4171267.357      6.820   2.282   0.134   2.416
2017 191 77070   4208830.072   2334850.507   4171267.357      6.512   2.282   0.134   2.416
2017 191 77100   4208830.072   2334850.507   4171267.357      6.741   2.282   0.134   2.416
2017 191 77130   4208830.072   2334850.507   4171267.357      6.617   2.282   0.134   2.416
2017 191 77160   4208830.072   2334850.507   4171267.357      6.532   2.282   0.134   2.416
2017 191 77190   4208830.072   2334850.507   4171267.357      6.364   2.282   0.134   2.416
2017 191 77220   4208830.072   2334850.507   4171267.357      6.568   2.282   0.134   2.416
2017 191 77250   4208830.072   2334850.507   4171267.357      6.406   2.282   0.133   2.416
2017 191 77280   4208830.072   2334850.507   4171267.357      6.487   2.282   0.133   2.416
2017 191 77310   4208830.072   2334850.507   4171267.357      6.629   2.282   0.133   2.416
2017 191 77340   4208830.072   2334850.507   4171267.357      6.952   2.282   0.133   2.416
2017 191 77370   4208830.072   2334850.507   4171267.357      6.952   2.282   0.133   2.415
2017 191 77400   4208830.072   2334850.507   4171267.357      6.790   2.282   0.133   2.415
2017 191 77430   4208830.072   2334850.507   4171267.357      6.787   2.282   0.133   2.415
2017 191 77460   4208830.072   2334850.507   4171267.357      6.650   2.282   0.133   2.415
2017 191 77490   4208830.072   2334850.507   4171267.357      6.658   2.282   0.133   2.415
2017 191 77520   4208830.072   2334850.507   4171267.357      6.593   2.282   0.133   2.415
2017 191 77550   4208830.072   2334850.507   4171267.357      6.483   2.282   0.133   2.415
2017 191 77580   4208830.072   2334850.507   4171267.357      6.605   2.282   0.133   2.416
2017 191 77610   4208830.072   2334850.507   4171267.357      6.650   2.282   0.133   2.416
2017 191 77640   4208830.072   2334850.507   4171267.357      6.655   2.282   0.134   2.416
2017 191 77670   4208830.072   2334850.507   4171267.357      6.341   2.282   0.134   2.416
2017 191 77700   4208830.072   2334850.507   4171267.357      6.392   2.282   0.134   2.416
2017 191 77730   4208830.072   2334850.507   4171267.357      6.699   2.282   0.134   2.416
2017 191 77760   4208830.072   2334850.507   4171267.357      7.242   2.282   0.134   2.416
2017 191 77790   4208830.072   2334850.507   4171267.357      6.643   2.282   0.134   2.416
2017 191 77820   4208830.072   2334850.507   4171267.357      6.684   2.282   0.134   2.416
2017 191 77850   4208830.072   2334850.507   4171267.357      6.741   2.282   0.134   2.416
2017 191 77880   4208830.072   2334850.507   4171267.357      6.732   2.282   0.134   2.416
2017 191 77910   4208830.072   2334850.507   4171267.357      6.619   2.282   0.134   2.416
2017 191 77940   4208830.072   2334850.507   4171267.357      6.682   2.282   0.134   2.416
2017 191 77970   4208830.072   2334850.507   4171267.357      6.644   2.282   0.134   2.416
2017 191 78000   4208830.072   2334850.507   4171267.357      6.649   2.282   0.134   2.416
2017 191 78030   4208830.072   2334850.507   4171267.357      6.462   2.282   0.134   2.416
2017 191 78060   4208830.072   2334850.507   4171267.357      6.864   2.282   0.133   2.416
2017 191 78090   4208830.072   2334850.507   4171267.357      6.774   2.282   0.133   2.415
2017 191 78120   4208830.072   2334850.507   4171267.357      6.874   2.282   0.133   2.415
2017 191 78150   4208830.072   2334850.507   4171267.357      6.664   2.282   0.132   2.415
2017 191 78180   4208830.072   2334850.507   4171267.357      6.552   2.282   0.132   2.414
2017 191 78210   4208830.072   2334850.507   4171267.358      6.739   2.282   0.132   2.414
2017 191 78240   4208830.072   2334850.507   4171267.358      6.544   2.282   0.131   2.414
2017 191 78270   4208830.072   2334850.507   4171267.358      6.516   2.282   0.131   2.414
2017 191 78300   4208830.072   2334850.507   4171267.358      6.593   2.282   0.131   2.413
2017 191 78330   4208830.072   2334850.507   4171267.358      6.791   2.282   0.131   2.413
2017 191 78360   4208830.072   2334850.507   4171267.358      7.027   2.282   0.130   2.413
2017 191 78390   4208830.072   2334850.507   4171267.358      7.505   2.282   0.130   2.413
2017 191 78420   4208830.072   2334850.507   4171267.358      7.636   2.282   0.130   2.412
2017 191 78450   4208830.072   2334850.507   4171267.358      7.276   2.282   0.130   2.412
2017 191 78480   4208830.072   2334850.507   4171267.358      7.562   2.282   0.130   2.412
2017 191 78510   4208830.072   2334850.507   4171267.358      7.486   2.282   0.130   2.412
2017 191 78540   4208830.072   2334850.507   4171267.358      7.438   2.282   0.130   2.412
2017 191 78570   4208830.072   2334850.507   4171267.358      6.674   2.282   0.130   2.412
2017 191 78600   4208830.073   2334850.507   4171267.358      6.732   2.282   0.130   2.412
2017 191 78630   4208830.073   2334850.507   4171267.358      6.406   2.282   0.130   2.412
2017 191 78660   4208830.073   2334850.507   4171267.358      6.531   2.282   0.130   2.412
2017 191 78690   4208830.073   2334850.507   4171267.358      6.411   2.282   0.130   2.412
